"","logFC","unshrunk.logFC","logCPM","PValue","FDR"
"ENST00000611116.2",-2.35066975735956,-2.41453155729029,-0.963275025465715,0.00452775635412388,0.059649567329169
"ENST00000390289.2",-0.000477812792383142,-0.000494535911216806,0.0168416723404389,0.999545327291113,1
"ENST00000617347.1",-3.70368968890038,-3.76658080692362,0.267562886805899,0.000176424421346371,0.00364255876243615
"ENST00000361390.2",0.166947959056298,0.16694876819436,10.5113375173814,0.999204046456625,1
"ENST00000361453.3",0.0942647489255324,0.0942651882961523,10.5645781293701,0.999998842324568,1
"ENST00000361624.2",0.217787317332765,0.217787469720665,13.306317149988,0.999999880969655,1
"ENST00000361739.1",0.0704208893927437,0.0704210250215088,11.8399876450521,0.999999995677272,1
"ENST00000361851.1",0.0395957576698975,0.0395964770714588,8.60174861565282,0.999999938150437,1
"ENST00000361899.2",0.163465016331393,0.163465457931226,11.3544945862685,0.999999998526093,1
"ENST00000362079.2",0.204303663368336,0.204304044023509,11.8926278419089,0.999999599954108,1
"ENST00000361227.2",0.222216800313659,0.222221591282655,8.36137610147463,0.999991518553868,1
"ENST00000361335.1",0.0757036597996422,0.0757045626295627,9.20684527768969,0.999999999829557,1
"ENST00000361381.2",0.189657974307512,0.18965824687164,12.2665119506945,0.999999966528658,1
"ENST00000361567.2",0.289924141923646,0.289924892678071,11.4227339483606,0.999990554085963,1
"ENST00000361681.2",0.382838562049254,0.382841718480849,9.75964889615447,0.991130888331547,1
"ENST00000361789.2",0.384276858528157,0.384278241871083,10.9545231613058,0.981160053124349,1
"ENST00000614336.4",-0.477110891014956,-0.477526417004474,3.06831426444842,0.371745874064095,0.976104278775976
"ENST00000612640.4",-0.917971981807681,-0.921089275246641,1.21454575709123,0.175710348752253,0.736633119641909
"ENST00000618686.1",1.59062518964427,1.60479067199276,0.120746088335737,0.0151121520688676,0.15511867164815
"ENST00000612465.1",0.0226124681003604,0.0226161335187764,5.52838569086111,0.999982257543541,1
"ENST00000612919.1",0.859749123761332,0.865216878574508,0.35839517118552,0.150873825182379,0.685522400470101
"ENST00000612848.1",-0.29945350924712,-0.299637779111955,3.53605091108279,0.711073990245388,1
